"Year","Rate","Bracket","Type"
1965,0.15,1000,"Married Filing Jointly"
1965,0.16,2000,"Married Filing Jointly"
1965,0.17,3000,"Married Filing Jointly"
1965,0.19,4000,"Married Filing Jointly"
1965,0.22,8000,"Married Filing Jointly"
1965,0.25,12000,"Married Filing Jointly"
1965,0.28,16000,"Married Filing Jointly"
1965,0.32,20000,"Married Filing Jointly"
1965,0.36,24000,"Married Filing Jointly"
1965,0.39,28000,"Married Filing Jointly"
1965,0.42,32000,"Married Filing Jointly"
1965,0.45,36000,"Married Filing Jointly"
1965,0.48,40000,"Married Filing Jointly"
1965,0.5,44000,"Married Filing Jointly"
1965,0.53,52000,"Married Filing Jointly"
1965,0.55,64000,"Married Filing Jointly"
1965,0.58,76000,"Married Filing Jointly"
1965,0.6,88000,"Married Filing Jointly"
1965,0.62,100000,"Married Filing Jointly"
1965,0.64,120000,"Married Filing Jointly"
1965,0.66,140000,"Married Filing Jointly"
1965,0.68,160000,"Married Filing Jointly"
1965,0.69,180000,"Married Filing Jointly"
1965,0.7,200000,"Married Filing Jointly"
1964,0.16,0,"Married Filing Jointly"
1964,0.165,1000,"Married Filing Jointly"
1964,0.175,2000,"Married Filing Jointly"
1964,0.18,3000,"Married Filing Jointly"
1964,0.2,4000,"Married Filing Jointly"
1964,0.235,8000,"Married Filing Jointly"
1964,0.27,12000,"Married Filing Jointly"
1964,0.305,16000,"Married Filing Jointly"
1964,0.34,20000,"Married Filing Jointly"
1964,0.375,24000,"Married Filing Jointly"
1964,0.41,28000,"Married Filing Jointly"
1964,0.445,32000,"Married Filing Jointly"
1964,0.475,36000,"Married Filing Jointly"
1964,0.505,40000,"Married Filing Jointly"
1964,0.535,44000,"Married Filing Jointly"
1964,0.56,52000,"Married Filing Jointly"
1964,0.585,64000,"Married Filing Jointly"
1964,0.61,76000,"Married Filing Jointly"
1964,0.635,88000,"Married Filing Jointly"
1964,0.66,100000,"Married Filing Jointly"
1964,0.685,120000,"Married Filing Jointly"
1964,0.71,140000,"Married Filing Jointly"
1964,0.735,160000,"Married Filing Jointly"
1964,0.75,180000,"Married Filing Jointly"
1964,0.765,200000,"Married Filing Jointly"
1964,0.77,400000,"Married Filing Jointly"
1963,0.2,0,"Married Filing Jointly"
1963,0.22,4000,"Married Filing Jointly"
1963,0.26,8000,"Married Filing Jointly"
1963,0.3,12000,"Married Filing Jointly"
1963,0.34,16000,"Married Filing Jointly"
1963,0.38,20000,"Married Filing Jointly"
1963,0.43,24000,"Married Filing Jointly"
1963,0.47,28000,"Married Filing Jointly"
1963,0.5,32000,"Married Filing Jointly"
1963,0.53,36000,"Married Filing Jointly"
1963,0.56,40000,"Married Filing Jointly"
1963,0.59,44000,"Married Filing Jointly"
1963,0.62,52000,"Married Filing Jointly"
1963,0.65,64000,"Married Filing Jointly"
1963,0.69,76000,"Married Filing Jointly"
1963,0.72,88000,"Married Filing Jointly"
1963,0.75,100000,"Married Filing Jointly"
1963,0.78,120000,"Married Filing Jointly"
1963,0.81,140000,"Married Filing Jointly"
1963,0.84,160000,"Married Filing Jointly"
1963,0.87,180000,"Married Filing Jointly"
1963,0.89,200000,"Married Filing Jointly"
1963,0.9,300000,"Married Filing Jointly"
1963,0.91,400000,"Married Filing Jointly"
1962,0.2,0,"Married Filing Jointly"
1962,0.22,4000,"Married Filing Jointly"
1962,0.26,8000,"Married Filing Jointly"
1962,0.3,12000,"Married Filing Jointly"
1962,0.34,16000,"Married Filing Jointly"
1962,0.38,20000,"Married Filing Jointly"
1962,0.43,24000,"Married Filing Jointly"
1962,0.47,28000,"Married Filing Jointly"
1962,0.5,32000,"Married Filing Jointly"
1962,0.53,36000,"Married Filing Jointly"
1962,0.56,40000,"Married Filing Jointly"
1962,0.59,44000,"Married Filing Jointly"
1962,0.62,52000,"Married Filing Jointly"
1962,0.65,64000,"Married Filing Jointly"
1962,0.69,76000,"Married Filing Jointly"
1962,0.72,88000,"Married Filing Jointly"
1962,0.75,100000,"Married Filing Jointly"
1962,0.78,120000,"Married Filing Jointly"
1962,0.81,140000,"Married Filing Jointly"
1962,0.84,160000,"Married Filing Jointly"
1962,0.87,180000,"Married Filing Jointly"
1962,0.89,200000,"Married Filing Jointly"
1962,0.9,300000,"Married Filing Jointly"
1962,0.91,400000,"Married Filing Jointly"
1961,0.2,0,"Married Filing Jointly"
1961,0.22,4000,"Married Filing Jointly"
1961,0.26,8000,"Married Filing Jointly"
1961,0.3,12000,"Married Filing Jointly"
1961,0.34,16000,"Married Filing Jointly"
1961,0.38,20000,"Married Filing Jointly"
1961,0.43,24000,"Married Filing Jointly"
1961,0.47,28000,"Married Filing Jointly"
1961,0.5,32000,"Married Filing Jointly"
1961,0.53,36000,"Married Filing Jointly"
1961,0.56,40000,"Married Filing Jointly"
1961,0.59,44000,"Married Filing Jointly"
1961,0.62,52000,"Married Filing Jointly"
1961,0.65,64000,"Married Filing Jointly"
1961,0.69,76000,"Married Filing Jointly"
1961,0.72,88000,"Married Filing Jointly"
1961,0.75,100000,"Married Filing Jointly"
1961,0.78,120000,"Married Filing Jointly"
1961,0.81,140000,"Married Filing Jointly"
1961,0.84,160000,"Married Filing Jointly"
1961,0.87,180000,"Married Filing Jointly"
1961,0.89,200000,"Married Filing Jointly"
1961,0.9,300000,"Married Filing Jointly"
1961,0.91,400000,"Married Filing Jointly"
1960,0.2,0,"Married Filing Jointly"
1960,0.22,4000,"Married Filing Jointly"
1960,0.26,8000,"Married Filing Jointly"
1960,0.3,12000,"Married Filing Jointly"
1960,0.34,16000,"Married Filing Jointly"
1960,0.38,20000,"Married Filing Jointly"
1960,0.43,24000,"Married Filing Jointly"
1960,0.47,28000,"Married Filing Jointly"
1960,0.5,32000,"Married Filing Jointly"
1960,0.53,36000,"Married Filing Jointly"
1960,0.56,40000,"Married Filing Jointly"
1960,0.59,44000,"Married Filing Jointly"
1960,0.62,52000,"Married Filing Jointly"
1960,0.65,64000,"Married Filing Jointly"
1960,0.69,76000,"Married Filing Jointly"
1960,0.72,88000,"Married Filing Jointly"
1960,0.75,100000,"Married Filing Jointly"
1960,0.78,120000,"Married Filing Jointly"
1960,0.81,140000,"Married Filing Jointly"
1960,0.84,160000,"Married Filing Jointly"
1960,0.87,180000,"Married Filing Jointly"
1960,0.89,200000,"Married Filing Jointly"
1960,0.9,300000,"Married Filing Jointly"
1960,0.91,400000,"Married Filing Jointly"
1959,0.2,0,"Married Filing Jointly"
1959,0.22,4000,"Married Filing Jointly"
1959,0.26,8000,"Married Filing Jointly"
1959,0.3,12000,"Married Filing Jointly"
1959,0.34,16000,"Married Filing Jointly"
1959,0.38,20000,"Married Filing Jointly"
1959,0.43,24000,"Married Filing Jointly"
1959,0.47,28000,"Married Filing Jointly"
1959,0.5,32000,"Married Filing Jointly"
1959,0.53,36000,"Married Filing Jointly"
1959,0.56,40000,"Married Filing Jointly"
1959,0.59,44000,"Married Filing Jointly"
1959,0.62,52000,"Married Filing Jointly"
1959,0.65,64000,"Married Filing Jointly"
1959,0.69,76000,"Married Filing Jointly"
1959,0.72,88000,"Married Filing Jointly"
1959,0.75,100000,"Married Filing Jointly"
1959,0.78,120000,"Married Filing Jointly"
1959,0.81,140000,"Married Filing Jointly"
1959,0.84,160000,"Married Filing Jointly"
1959,0.87,180000,"Married Filing Jointly"
1959,0.89,200000,"Married Filing Jointly"
1959,0.9,300000,"Married Filing Jointly"
1959,0.91,400000,"Married Filing Jointly"
1958,0.2,0,"Married Filing Jointly"
1958,0.22,4000,"Married Filing Jointly"
1958,0.26,8000,"Married Filing Jointly"
1958,0.3,12000,"Married Filing Jointly"
1958,0.34,16000,"Married Filing Jointly"
1958,0.38,20000,"Married Filing Jointly"
1958,0.43,24000,"Married Filing Jointly"
1958,0.47,28000,"Married Filing Jointly"
1958,0.5,32000,"Married Filing Jointly"
1958,0.53,36000,"Married Filing Jointly"
1958,0.56,40000,"Married Filing Jointly"
1958,0.59,44000,"Married Filing Jointly"
1958,0.62,52000,"Married Filing Jointly"
1958,0.65,64000,"Married Filing Jointly"
1958,0.69,76000,"Married Filing Jointly"
1958,0.72,88000,"Married Filing Jointly"
1958,0.75,100000,"Married Filing Jointly"
1958,0.78,120000,"Married Filing Jointly"
1958,0.81,140000,"Married Filing Jointly"
1958,0.84,160000,"Married Filing Jointly"
1958,0.87,180000,"Married Filing Jointly"
1958,0.89,200000,"Married Filing Jointly"
1958,0.9,300000,"Married Filing Jointly"
1958,0.91,400000,"Married Filing Jointly"
1957,0.2,0,"Married Filing Jointly"
1957,0.22,4000,"Married Filing Jointly"
1957,0.26,8000,"Married Filing Jointly"
1957,0.3,12000,"Married Filing Jointly"
1957,0.34,16000,"Married Filing Jointly"
1957,0.38,20000,"Married Filing Jointly"
1957,0.43,24000,"Married Filing Jointly"
1957,0.47,28000,"Married Filing Jointly"
1957,0.5,32000,"Married Filing Jointly"
1957,0.53,36000,"Married Filing Jointly"
1957,0.56,40000,"Married Filing Jointly"
1957,0.59,44000,"Married Filing Jointly"
1957,0.62,52000,"Married Filing Jointly"
1957,0.65,64000,"Married Filing Jointly"
1957,0.69,76000,"Married Filing Jointly"
1957,0.72,88000,"Married Filing Jointly"
1957,0.75,100000,"Married Filing Jointly"
1957,0.78,120000,"Married Filing Jointly"
1957,0.81,140000,"Married Filing Jointly"
1957,0.84,160000,"Married Filing Jointly"
1957,0.87,180000,"Married Filing Jointly"
1957,0.89,200000,"Married Filing Jointly"
1957,0.9,300000,"Married Filing Jointly"
1957,0.91,400000,"Married Filing Jointly"
1956,0.2,0,"Married Filing Jointly"
1956,0.22,4000,"Married Filing Jointly"
1956,0.26,8000,"Married Filing Jointly"
1956,0.3,12000,"Married Filing Jointly"
1956,0.34,16000,"Married Filing Jointly"
1956,0.38,20000,"Married Filing Jointly"
1956,0.43,24000,"Married Filing Jointly"
1956,0.47,28000,"Married Filing Jointly"
1956,0.5,32000,"Married Filing Jointly"
1956,0.53,36000,"Married Filing Jointly"
1956,0.56,40000,"Married Filing Jointly"
1956,0.59,44000,"Married Filing Jointly"
1956,0.62,52000,"Married Filing Jointly"
1956,0.65,64000,"Married Filing Jointly"
1956,0.69,76000,"Married Filing Jointly"
1956,0.72,88000,"Married Filing Jointly"
1956,0.75,100000,"Married Filing Jointly"
1956,0.78,120000,"Married Filing Jointly"
1956,0.81,140000,"Married Filing Jointly"
1956,0.84,160000,"Married Filing Jointly"
1956,0.87,180000,"Married Filing Jointly"
1956,0.89,200000,"Married Filing Jointly"
1956,0.9,300000,"Married Filing Jointly"
1956,0.91,400000,"Married Filing Jointly"
1955,0.2,0,"Married Filing Jointly"
1955,0.22,4000,"Married Filing Jointly"
1955,0.26,8000,"Married Filing Jointly"
1955,0.3,12000,"Married Filing Jointly"
1955,0.34,16000,"Married Filing Jointly"
1955,0.38,20000,"Married Filing Jointly"
1955,0.43,24000,"Married Filing Jointly"
1955,0.47,28000,"Married Filing Jointly"
1955,0.5,32000,"Married Filing Jointly"
1955,0.53,36000,"Married Filing Jointly"
1955,0.56,40000,"Married Filing Jointly"
1955,0.59,44000,"Married Filing Jointly"
1955,0.62,52000,"Married Filing Jointly"
1955,0.65,64000,"Married Filing Jointly"
1955,0.69,76000,"Married Filing Jointly"
1955,0.72,88000,"Married Filing Jointly"
1955,0.75,100000,"Married Filing Jointly"
1955,0.78,120000,"Married Filing Jointly"
1955,0.81,140000,"Married Filing Jointly"
1955,0.84,160000,"Married Filing Jointly"
1955,0.87,180000,"Married Filing Jointly"
1955,0.89,200000,"Married Filing Jointly"
1955,0.9,300000,"Married Filing Jointly"
1955,0.91,400000,"Married Filing Jointly"
1954,0.2,0,"Married Filing Jointly"
1954,0.22,4000,"Married Filing Jointly"
1954,0.26,8000,"Married Filing Jointly"
1954,0.3,12000,"Married Filing Jointly"
1954,0.34,16000,"Married Filing Jointly"
1954,0.38,20000,"Married Filing Jointly"
1954,0.43,24000,"Married Filing Jointly"
1954,0.47,28000,"Married Filing Jointly"
1954,0.5,32000,"Married Filing Jointly"
1954,0.53,36000,"Married Filing Jointly"
1954,0.56,40000,"Married Filing Jointly"
1954,0.59,44000,"Married Filing Jointly"
1954,0.62,52000,"Married Filing Jointly"
1954,0.65,64000,"Married Filing Jointly"
1954,0.69,76000,"Married Filing Jointly"
1954,0.72,88000,"Married Filing Jointly"
1954,0.75,100000,"Married Filing Jointly"
1954,0.78,120000,"Married Filing Jointly"
1954,0.81,140000,"Married Filing Jointly"
1954,0.84,160000,"Married Filing Jointly"
1954,0.87,180000,"Married Filing Jointly"
1954,0.89,200000,"Married Filing Jointly"
1954,0.9,300000,"Married Filing Jointly"
1954,0.91,400000,"Married Filing Jointly"
1953,0.222,0,"Married Filing Jointly"
1953,0.246,4000,"Married Filing Jointly"
1953,0.29,8000,"Married Filing Jointly"
1953,0.34,12000,"Married Filing Jointly"
1953,0.38,16000,"Married Filing Jointly"
1953,0.42,20000,"Married Filing Jointly"
1953,0.48,24000,"Married Filing Jointly"
1953,0.53,28000,"Married Filing Jointly"
1953,0.56,32000,"Married Filing Jointly"
1953,0.59,36000,"Married Filing Jointly"
1953,0.62,40000,"Married Filing Jointly"
1953,0.66,44000,"Married Filing Jointly"
1953,0.67,52000,"Married Filing Jointly"
1953,0.68,64000,"Married Filing Jointly"
1953,0.72,76000,"Married Filing Jointly"
1953,0.75,88000,"Married Filing Jointly"
1953,0.77,100000,"Married Filing Jointly"
1953,0.8,120000,"Married Filing Jointly"
1953,0.83,140000,"Married Filing Jointly"
1953,0.85,160000,"Married Filing Jointly"
1953,0.88,180000,"Married Filing Jointly"
1953,0.9,200000,"Married Filing Jointly"
1953,0.91,300000,"Married Filing Jointly"
1953,0.92,400000,"Married Filing Jointly"
1952,0.222,0,"Married Filing Jointly"
1952,0.246,4000,"Married Filing Jointly"
1952,0.29,8000,"Married Filing Jointly"
1952,0.34,12000,"Married Filing Jointly"
1952,0.38,16000,"Married Filing Jointly"
1952,0.42,20000,"Married Filing Jointly"
1952,0.48,24000,"Married Filing Jointly"
1952,0.53,28000,"Married Filing Jointly"
1952,0.56,32000,"Married Filing Jointly"
1952,0.59,36000,"Married Filing Jointly"
1952,0.62,40000,"Married Filing Jointly"
1952,0.66,44000,"Married Filing Jointly"
1952,0.67,52000,"Married Filing Jointly"
1952,0.68,64000,"Married Filing Jointly"
1952,0.72,76000,"Married Filing Jointly"
1952,0.75,88000,"Married Filing Jointly"
1952,0.77,100000,"Married Filing Jointly"
1952,0.8,120000,"Married Filing Jointly"
1952,0.83,140000,"Married Filing Jointly"
1952,0.85,160000,"Married Filing Jointly"
1952,0.88,180000,"Married Filing Jointly"
1952,0.9,200000,"Married Filing Jointly"
1952,0.91,300000,"Married Filing Jointly"
1952,0.92,400000,"Married Filing Jointly"
1951,0.204,0,"Married Filing Jointly"
1951,0.224,4000,"Married Filing Jointly"
1951,0.27,8000,"Married Filing Jointly"
1951,0.3,12000,"Married Filing Jointly"
1951,0.35,16000,"Married Filing Jointly"
1951,0.39,20000,"Married Filing Jointly"
1951,0.43,24000,"Married Filing Jointly"
1951,0.48,28000,"Married Filing Jointly"
1951,0.51,32000,"Married Filing Jointly"
1951,0.54,36000,"Married Filing Jointly"
1951,0.57,40000,"Married Filing Jointly"
1951,0.6,44000,"Married Filing Jointly"
1951,0.63,52000,"Married Filing Jointly"
1951,0.66,64000,"Married Filing Jointly"
1951,0.69,76000,"Married Filing Jointly"
1951,0.73,88000,"Married Filing Jointly"
1951,0.75,100000,"Married Filing Jointly"
1951,0.78,120000,"Married Filing Jointly"
1951,0.82,140000,"Married Filing Jointly"
1951,0.84,160000,"Married Filing Jointly"
1951,0.87,180000,"Married Filing Jointly"
1951,0.89,200000,"Married Filing Jointly"
1951,0.9,300000,"Married Filing Jointly"
1951,0.91,400000,"Married Filing Jointly"
1950,0.2,0,"Married Filing Jointly"
1950,0.22,4000,"Married Filing Jointly"
1950,0.26,8000,"Married Filing Jointly"
1950,0.3,12000,"Married Filing Jointly"
1950,0.34,16000,"Married Filing Jointly"
1950,0.38,20000,"Married Filing Jointly"
1950,0.43,24000,"Married Filing Jointly"
1950,0.47,28000,"Married Filing Jointly"
1950,0.5,32000,"Married Filing Jointly"
1950,0.53,36000,"Married Filing Jointly"
1950,0.56,40000,"Married Filing Jointly"
1950,0.59,44000,"Married Filing Jointly"
1950,0.62,52000,"Married Filing Jointly"
1950,0.65,64000,"Married Filing Jointly"
1950,0.69,76000,"Married Filing Jointly"
1950,0.72,88000,"Married Filing Jointly"
1950,0.75,100000,"Married Filing Jointly"
1950,0.78,120000,"Married Filing Jointly"
1950,0.81,140000,"Married Filing Jointly"
1950,0.84,160000,"Married Filing Jointly"
1950,0.87,180000,"Married Filing Jointly"
1950,0.89,200000,"Married Filing Jointly"
1950,0.9,300000,"Married Filing Jointly"
1950,0.91,400000,"Married Filing Jointly"
1949,0.2,0,"Married Filing Jointly"
1949,0.22,4000,"Married Filing Jointly"
1949,0.26,8000,"Married Filing Jointly"
1949,0.3,12000,"Married Filing Jointly"
1949,0.34,16000,"Married Filing Jointly"
1949,0.38,20000,"Married Filing Jointly"
1949,0.43,24000,"Married Filing Jointly"
1949,0.47,28000,"Married Filing Jointly"
1949,0.5,32000,"Married Filing Jointly"
1949,0.53,36000,"Married Filing Jointly"
1949,0.56,40000,"Married Filing Jointly"
1949,0.59,44000,"Married Filing Jointly"
1949,0.62,52000,"Married Filing Jointly"
1949,0.65,64000,"Married Filing Jointly"
1949,0.69,76000,"Married Filing Jointly"
1949,0.72,88000,"Married Filing Jointly"
1949,0.75,100000,"Married Filing Jointly"
1949,0.78,120000,"Married Filing Jointly"
1949,0.81,140000,"Married Filing Jointly"
1949,0.84,160000,"Married Filing Jointly"
1949,0.87,180000,"Married Filing Jointly"
1949,0.89,200000,"Married Filing Jointly"
1949,0.9,300000,"Married Filing Jointly"
1949,0.91,400000,"Married Filing Jointly"
1948,0.2,0,"Married Filing Jointly"
1948,0.22,2000,"Married Filing Jointly"
1948,0.26,4000,"Married Filing Jointly"
1948,0.3,6000,"Married Filing Jointly"
1948,0.34,8000,"Married Filing Jointly"
1948,0.38,10000,"Married Filing Jointly"
1948,0.43,12000,"Married Filing Jointly"
1948,0.47,14000,"Married Filing Jointly"
1948,0.5,16000,"Married Filing Jointly"
1948,0.53,18000,"Married Filing Jointly"
1948,0.56,20000,"Married Filing Jointly"
1948,0.59,22000,"Married Filing Jointly"
1948,0.62,26000,"Married Filing Jointly"
1948,0.65,32000,"Married Filing Jointly"
1948,0.69,38000,"Married Filing Jointly"
1948,0.72,44000,"Married Filing Jointly"
1948,0.75,50000,"Married Filing Jointly"
1948,0.78,60000,"Married Filing Jointly"
1948,0.81,70000,"Married Filing Jointly"
1948,0.84,80000,"Married Filing Jointly"
1948,0.87,90000,"Married Filing Jointly"
1948,0.89,100000,"Married Filing Jointly"
1948,0.9,150000,"Married Filing Jointly"
1948,0.91,200000,"Married Filing Jointly"
1947,0.2,0,"Married Filing Jointly"
1947,0.22,2000,"Married Filing Jointly"
1947,0.26,4000,"Married Filing Jointly"
1947,0.3,6000,"Married Filing Jointly"
1947,0.34,8000,"Married Filing Jointly"
1947,0.38,10000,"Married Filing Jointly"
1947,0.43,12000,"Married Filing Jointly"
1947,0.47,14000,"Married Filing Jointly"
1947,0.5,16000,"Married Filing Jointly"
1947,0.53,18000,"Married Filing Jointly"
1947,0.56,20000,"Married Filing Jointly"
1947,0.59,22000,"Married Filing Jointly"
1947,0.62,26000,"Married Filing Jointly"
1947,0.65,32000,"Married Filing Jointly"
1947,0.69,38000,"Married Filing Jointly"
1947,0.72,44000,"Married Filing Jointly"
1947,0.75,50000,"Married Filing Jointly"
1947,0.78,60000,"Married Filing Jointly"
1947,0.81,70000,"Married Filing Jointly"
1947,0.84,80000,"Married Filing Jointly"
1947,0.87,90000,"Married Filing Jointly"
1947,0.89,100000,"Married Filing Jointly"
1947,0.9,150000,"Married Filing Jointly"
1947,0.91,200000,"Married Filing Jointly"
1946,0.2,0,"Married Filing Jointly"
1946,0.22,2000,"Married Filing Jointly"
1946,0.26,4000,"Married Filing Jointly"
1946,0.3,6000,"Married Filing Jointly"
1946,0.34,8000,"Married Filing Jointly"
1946,0.38,10000,"Married Filing Jointly"
